,carat,cut,color,clarity,depth,table,volume
4650,0.7,Very Good,H,SI1,61.5,55.0,0.19943019943019943
4651,1.02,Premium,D,SI2,59.3,60.0,0.2905982905982906
4652,2.01,Premium,H,VS2,62.8,58.0,0.5726495726495726
4653,0.24,Very Good,F,IF,60.4,58.0,0.06837606837606838
4654,2.01,Good,J,VS1,63.7,59.0,0.5726495726495726
4655,0.38,Ideal,H,VVS2,61.4,57.0,0.10826210826210828
4656,1.22,Premium,D,VS2,59.4,59.0,0.3475783475783476
4657,0.42,Premium,E,SI2,58.8,60.0,0.11965811965811966
4658,0.9,Very Good,H,SI2,61.1,63.0,0.25641025641025644
4659,0.5,Very Good,G,VVS2,61.4,57.0,0.14245014245014245
4660,1.24,Premium,G,IF,60.5,60.0,0.3532763532763533
4661,1.0,Ideal,F,SI1,62.0,57.0,0.2849002849002849
4662,0.71,Good,E,SI1,63.2,57.0,0.2022792022792023
4663,0.91,Good,H,VS1,63.4,56.0,0.2592592592592593
4664,0.3,Ideal,G,VVS1,62.1,56.0,0.08547008547008547
4665,0.9,Ideal,D,SI1,62.4,55.0,0.25641025641025644
4666,1.0,Good,D,VS2,64.1,58.0,0.2849002849002849
4667,0.43,Premium,H,VS1,62.3,58.0,0.1225071225071225
4668,1.01,Ideal,E,SI2,61.1,59.0,0.28774928774928776
4669,1.33,Premium,E,SI2,62.5,58.0,0.378917378917379
4670,0.76,Ideal,E,SI1,62.7,54.0,0.21652421652421655
4671,1.42,Premium,G,VS1,62.1,56.0,0.4045584045584046
4672,1.3,Premium,H,SI2,60.4,61.0,0.3703703703703704
4673,1.7,Premium,I,SI1,59.8,59.0,0.48433048433048437
4674,1.0,Very Good,G,VS2,59.0,62.0,0.2849002849002849
4675,0.7,Very Good,E,SI2,60.1,56.0,0.19943019943019943
4676,1.0,Premium,J,VS2,60.7,58.0,0.2849002849002849
4677,1.05,Premium,E,SI1,62.5,59.0,0.2991452991452992
4678,0.38,Premium,E,VS2,60.3,58.0,0.10826210826210828
4679,1.2,Very Good,H,SI1,62.8,58.0,0.3418803418803419
4680,0.41,Very Good,F,SI1,63.6,57.0,0.1168091168091168
4681,0.31,Very Good,E,SI1,63.4,55.0,0.08831908831908833
4682,1.21,Premium,G,VS2,62.2,58.0,0.34472934472934474
4683,0.3,Ideal,H,VS1,62.2,57.0,0.08547008547008547
4684,1.21,Ideal,H,SI1,62.7,56.0,0.34472934472934474
4685,0.46,Ideal,H,IF,62.2,55.0,0.13105413105413108
4686,0.4,Premium,H,VS1,62.6,58.0,0.11396011396011398
4687,1.02,Good,F,SI2,59.6,64.0,0.2905982905982906
4688,0.31,Ideal,G,VVS2,60.8,56.0,0.08831908831908833
4689,1.01,Premium,H,VS2,61.3,58.0,0.28774928774928776
4690,0.7,Premium,D,SI2,60.5,58.0,0.19943019943019943
4691,1.01,Premium,G,IF,61.3,58.0,0.28774928774928776
4692,0.57,Ideal,H,SI2,62.3,56.0,0.1623931623931624
4693,0.3,Good,H,SI1,63.9,55.0,0.08547008547008547
4694,0.31,Good,G,VVS1,63.5,57.0,0.08831908831908833
4695,1.26,Ideal,G,VVS1,61.1,57.0,0.358974358974359
4696,0.93,Very Good,H,VS2,62.8,59.0,0.26495726495726496
4697,0.71,Premium,F,VS1,62.2,58.0,0.2022792022792023
4698,1.0,Ideal,H,SI1,60.3,56.0,0.2849002849002849
4699,1.04,Ideal,G,VS1,61.1,56.0,0.29629629629629634
4700,0.62,Very Good,D,VS2,59.2,59.1,0.17663817663817666
4701,0.3,Premium,F,SI2,62.3,58.0,0.08547008547008547
4702,1.12,Very Good,H,SI1,62.3,55.0,0.31908831908831914
4703,0.72,Premium,J,SI1,62.1,59.0,0.20512820512820512
4704,0.7,Very Good,H,SI1,62.0,60.0,0.19943019943019943
4705,1.66,Very Good,F,VS2,61.4,58.0,0.47293447293447294
4706,0.92,Premium,I,SI1,60.4,59.0,0.26210826210826216
4707,0.35,Ideal,G,IF,61.7,55.0,0.09971509971509972
4708,0.46,Premium,E,VS2,58.5,61.0,0.13105413105413108
4709,0.58,Ideal,H,VS1,61.2,55.0,0.16524216524216523
4710,0.26,Very Good,F,VVS1,61.2,60.0,0.07407407407407408
4711,0.73,Ideal,F,IF,61.2,55.0,0.20797720797720798
4712,0.71,Ideal,D,VVS2,61.6,56.0,0.2022792022792023
4713,0.31,Ideal,E,IF,61.9,55.0,0.08831908831908833
4714,0.61,Very Good,F,VVS2,60.5,58.5,0.1737891737891738
4715,0.52,Ideal,G,VVS2,61.7,55.0,0.14814814814814817
4716,2.06,Premium,I,SI1,60.8,60.0,0.586894586894587
4717,0.31,Ideal,D,VS2,62.5,57.0,0.08831908831908833
4718,2.02,Premium,I,SI2,59.4,59.0,0.5754985754985755
4719,0.36,Ideal,D,VS2,61.8,55.0,0.10256410256410256
4720,1.46,Premium,G,VS1,62.3,58.0,0.41595441595441596
4721,1.16,Very Good,H,SI2,59.6,59.0,0.33048433048433046
4722,0.5,Very Good,E,VS2,63.5,58.0,0.14245014245014245
4723,0.56,Ideal,D,IF,60.8,58.0,0.15954415954415957
4724,1.01,Very Good,D,SI1,63.6,59.0,0.28774928774928776
4725,1.2,Very Good,I,IF,59.1,61.0,0.3418803418803419
4726,0.71,Good,F,SI1,64.3,57.0,0.2022792022792023
4727,0.52,Very Good,E,SI2,61.1,57.0,0.14814814814814817
4728,0.32,Very Good,G,VS1,63.0,55.0,0.09116809116809117
4729,0.85,Good,J,SI1,59.2,64.0,0.24216524216524218
4730,0.51,Ideal,E,SI2,62.7,53.0,0.1452991452991453
4731,0.78,Very Good,E,SI1,63.4,56.0,0.22222222222222224
4732,1.1,Ideal,F,VS2,61.4,56.0,0.3133903133903134
4733,0.37,Premium,E,SI2,59.5,61.0,0.10541310541310542
4734,1.51,Fair,D,SI2,64.7,57.0,0.43019943019943024
4735,1.25,Premium,J,SI1,62.0,61.0,0.3561253561253562
4736,1.04,Ideal,I,SI1,61.7,57.0,0.29629629629629634
4737,0.38,Ideal,D,VVS1,62.0,57.0,0.10826210826210828
4738,0.51,Ideal,H,IF,62.3,54.0,0.1452991452991453
4739,0.53,Ideal,E,VS2,61.9,55.0,0.15099715099715103
4740,0.52,Ideal,E,VS2,62.0,55.0,0.14814814814814817
4741,1.01,Premium,D,SI2,58.3,59.0,0.28774928774928776
4742,0.3,Ideal,I,VS1,62.5,57.0,0.08547008547008547
4743,0.9,Very Good,D,SI2,63.2,57.0,0.25641025641025644
4744,0.3,Very Good,E,VS2,62.8,56.0,0.08547008547008547
4745,2.04,Very Good,G,SI2,61.4,58.0,0.5811965811965812
4746,0.33,Premium,G,VS1,60.5,58.0,0.09401709401709403
4747,1.11,Premium,J,VS2,59.9,60.0,0.3162393162393163
4748,0.34,Premium,I,VS1,61.0,60.0,0.09686609686609687
4749,0.3,Ideal,E,VS2,62.3,57.0,0.08547008547008547
4750,0.76,Ideal,E,VS1,62.1,57.0,0.21652421652421655
4751,0.23,Very Good,F,VS2,61.6,59.0,0.06552706552706554
4752,0.27,Very Good,E,SI1,60.6,57.0,0.07692307692307693
4753,0.3,Good,D,VVS2,64.2,55.0,0.08547008547008547
4754,0.31,Ideal,F,IF,62.1,56.0,0.08831908831908833
4755,1.02,Very Good,E,SI2,63.0,57.0,0.2905982905982906
4756,0.31,Ideal,I,SI1,61.3,56.0,0.08831908831908833
4757,0.41,Good,E,SI1,63.6,58.0,0.1168091168091168
4758,0.25,Very Good,E,VVS1,62.9,59.0,0.07122507122507123
4759,0.73,Very Good,H,VS1,58.7,61.0,0.20797720797720798
4760,0.33,Very Good,I,VS2,61.0,61.0,0.09401709401709403
4761,0.3,Good,G,VVS2,62.6,58.0,0.08547008547008547
4762,1.0,Good,H,SI2,57.9,62.0,0.2849002849002849
4763,1.35,Premium,G,VS2,62.7,56.0,0.38461538461538464
4764,0.83,Good,H,SI2,63.9,56.0,0.23646723646723647
4765,0.54,Very Good,D,VVS2,62.1,55.0,0.15384615384615385
4766,0.36,Ideal,F,SI1,60.1,56.0,0.10256410256410256
4767,0.5,Very Good,I,VVS1,62.8,61.0,0.14245014245014245
4768,0.3,Very Good,G,VS2,61.4,54.0,0.08547008547008547
4769,1.0,Good,E,VS2,60.6,65.0,0.2849002849002849
4770,1.5,Premium,F,VS2,61.5,58.0,0.4273504273504274
4771,0.53,Ideal,H,SI1,60.8,56.0,0.15099715099715103
4772,0.46,Very Good,D,VS2,60.9,58.0,0.13105413105413108
4773,0.72,Good,H,SI1,63.7,59.0,0.20512820512820512
4774,0.53,Very Good,D,SI1,63.4,58.0,0.15099715099715103
4775,1.54,Very Good,I,VVS2,62.7,57.0,0.43874643874643876
4776,0.33,Ideal,E,VS2,61.6,57.0,0.09401709401709403
4777,0.72,Very Good,G,SI2,59.7,56.0,0.20512820512820512
4778,0.91,Very Good,H,SI2,63.4,57.0,0.2592592592592593
4779,0.39,Good,H,VS2,63.1,58.0,0.11111111111111112
4780,1.55,Premium,J,VS1,62.6,59.0,0.4415954415954416
4781,0.52,Ideal,I,VS2,61.5,56.0,0.14814814814814817
4782,0.32,Premium,H,VS2,60.7,58.0,0.09116809116809117
4783,0.32,Ideal,F,VS2,62.6,57.0,0.09116809116809117
4784,0.4,Ideal,J,IF,62.4,56.0,0.11396011396011398
4785,1.1,Premium,I,SI1,62.7,58.0,0.3133903133903134
4786,0.51,Ideal,G,VS2,61.0,56.0,0.1452991452991453
4787,0.3,Premium,I,VS1,62.9,58.0,0.08547008547008547
4788,0.34,Very Good,H,VS2,63.2,55.0,0.09686609686609687
4789,0.35,Good,G,SI1,63.4,56.0,0.09971509971509972
4790,1.5,Very Good,D,SI1,62.8,58.0,0.4273504273504274
4791,0.31,Ideal,G,SI2,61.7,56.0,0.08831908831908833
4792,2.03,Premium,D,SI2,61.7,58.0,0.5783475783475783
4793,0.3,Good,D,SI1,63.3,55.0,0.08547008547008547
4794,0.54,Ideal,H,SI1,62.5,53.0,0.15384615384615385
4795,0.73,Very Good,D,VS1,62.2,56.0,0.20797720797720798
4796,0.31,Premium,H,VS1,62.6,60.0,0.08831908831908833
4797,0.54,Ideal,E,SI1,60.6,58.0,0.15384615384615385
4798,1.6,Ideal,H,VS1,61.4,57.0,0.4558404558404559
4799,0.31,Ideal,E,VS2,61.6,57.0,0.08831908831908833
4800,1.02,Very Good,F,SI2,63.3,56.0,0.2905982905982906
4801,1.18,Ideal,G,VVS1,61.1,57.0,0.33618233618233617
4802,0.31,Ideal,G,VS2,62.4,55.0,0.08831908831908833
4803,1.8,Ideal,I,VS1,62.4,54.0,0.5128205128205129
4804,0.32,Premium,G,VS2,62.0,59.0,0.09116809116809117
4805,1.1,Ideal,G,VS1,61.3,56.0,0.3133903133903134
4806,0.77,Premium,G,SI1,62.7,57.0,0.21937321937321938
4807,1.55,Ideal,G,VVS2,62.5,57.0,0.4415954415954416
4808,0.7,Premium,J,SI1,61.6,58.0,0.19943019943019943
4809,1.0,Ideal,D,SI1,60.6,56.0,0.2849002849002849
4810,0.4,Premium,G,VVS2,61.7,59.0,0.11396011396011398
4811,0.3,Very Good,H,IF,62.3,56.0,0.08547008547008547
4812,1.05,Ideal,G,VS1,62.0,56.0,0.2991452991452992
4813,1.54,Very Good,G,VVS2,61.1,55.0,0.43874643874643876
4814,0.31,Premium,F,IF,61.5,58.0,0.08831908831908833
4815,0.51,Premium,E,VS1,61.6,57.0,0.1452991452991453
4816,1.51,Good,G,VS1,63.1,60.0,0.43019943019943024
4817,1.27,Very Good,G,VVS2,62.5,57.0,0.36182336182336183
4818,1.0,Premium,G,IF,61.4,59.0,0.2849002849002849
4819,0.41,Fair,E,SI2,64.7,55.0,0.1168091168091168
4820,1.24,Premium,E,VS1,59.9,61.0,0.3532763532763533
4821,0.36,Ideal,E,VS2,61.7,57.0,0.10256410256410256
4822,0.7,Very Good,F,SI2,62.8,56.0,0.19943019943019943
4823,1.05,Premium,H,I1,62.0,59.0,0.2991452991452992
4824,0.59,Ideal,G,VVS1,61.5,57.0,0.16809116809116809
4825,1.05,Premium,E,SI2,62.2,59.0,0.2991452991452992
4826,0.73,Ideal,G,SI1,62.0,54.0,0.20797720797720798
4827,1.61,Ideal,I,SI1,62.7,55.0,0.45868945868945876
4828,0.55,Ideal,F,VS1,61.4,55.0,0.1566951566951567
4829,1.25,Ideal,F,VS1,62.0,55.0,0.3561253561253562
4830,0.8,Ideal,G,VS2,62.1,57.0,0.22792022792022795
4831,0.24,Very Good,E,VS2,60.1,58.0,0.06837606837606838
4832,1.02,Premium,H,VS1,58.5,57.0,0.2905982905982906
4833,0.26,Very Good,E,VVS2,63.0,58.0,0.07407407407407408
4834,1.04,Good,D,SI2,57.6,63.0,0.29629629629629634
4835,2.3,Ideal,H,SI2,62.6,54.0,0.6552706552706553
4836,0.43,Premium,E,SI2,61.2,59.0,0.1225071225071225
4837,1.13,Ideal,D,VVS2,60.1,57.0,0.32193732193732194
4838,1.16,Good,F,SI2,63.7,63.0,0.33048433048433046
4839,0.43,Ideal,I,IF,62.0,55.0,0.1225071225071225
4840,0.52,Very Good,E,VS2,63.5,54.0,0.14814814814814817
4841,2.32,Very Good,I,SI1,63.2,59.0,0.6609686609686609
4842,0.29,Ideal,F,VVS1,60.9,57.0,0.08262108262108261
4843,0.56,Ideal,G,VVS2,61.6,56.0,0.15954415954415957
4844,0.4,Ideal,D,SI1,62.1,56.0,0.11396011396011398
4845,0.72,Premium,H,SI1,62.7,59.0,0.20512820512820512
4846,1.5,Premium,G,SI1,62.9,56.0,0.4273504273504274
4847,0.5,Ideal,G,SI2,61.0,57.0,0.14245014245014245
4848,0.4,Very Good,E,VS2,62.9,59.0,0.11396011396011398
4849,0.31,Ideal,H,VS1,61.6,56.0,0.08831908831908833
4850,0.7,Good,I,VS1,61.1,61.0,0.19943019943019943
4851,0.31,Very Good,E,VVS1,61.2,61.0,0.08831908831908833
4852,0.7,Very Good,H,SI1,63.4,61.0,0.19943019943019943
4853,0.35,Premium,G,VVS2,62.2,58.0,0.09971509971509972
4854,1.11,Very Good,H,VS1,63.2,57.0,0.3162393162393163
4855,1.33,Premium,F,SI2,59.9,58.0,0.378917378917379
4856,0.5,Premium,E,VS2,61.8,58.0,0.14245014245014245
4857,0.3,Ideal,F,VVS2,62.1,57.0,0.08547008547008547
4858,0.8,Premium,F,VS2,62.4,59.0,0.22792022792022795
4859,1.1,Premium,G,VS2,60.3,57.0,0.3133903133903134
4860,0.71,Very Good,F,SI1,63.3,60.0,0.2022792022792023
4861,0.96,Very Good,I,VS2,59.6,59.0,0.27350427350427353
4862,0.35,Ideal,F,VVS1,61.8,54.0,0.09971509971509972
4863,0.4,Premium,D,SI1,61.4,56.0,0.11396011396011398
4864,0.5,Good,F,SI2,57.7,62.0,0.14245014245014245
4865,0.39,Good,F,VVS2,63.5,58.0,0.11111111111111112
4866,0.31,Ideal,D,VS2,62.7,57.0,0.08831908831908833
4867,0.31,Ideal,D,VS2,62.1,54.0,0.08831908831908833
4868,0.71,Ideal,I,SI1,62.6,54.0,0.2022792022792023
4869,0.9,Premium,D,SI1,61.8,59.0,0.25641025641025644
4870,1.01,Very Good,D,SI1,63.2,58.0,0.28774928774928776
4871,0.41,Premium,F,VS2,60.3,58.0,0.1168091168091168
4872,0.3,Ideal,D,SI1,61.0,56.0,0.08547008547008547
4873,0.73,Ideal,I,VS1,61.6,55.0,0.20797720797720798
4874,0.45,Ideal,G,VVS1,61.7,56.0,0.12820512820512822
4875,0.41,Ideal,H,VVS1,62.2,57.0,0.1168091168091168
4876,0.38,Very Good,G,VS2,60.8,61.0,0.10826210826210828
4877,0.81,Ideal,F,VS2,61.9,55.0,0.2307692307692308
4878,0.5,Good,F,VS2,63.3,57.0,0.14245014245014245
4879,1.5,Good,I,SI1,63.1,54.0,0.4273504273504274
4880,0.34,Ideal,D,VVS2,61.2,56.0,0.09686609686609687
4881,0.5,Ideal,F,IF,62.0,55.0,0.14245014245014245
4882,1.02,Very Good,F,SI1,63.2,59.0,0.2905982905982906
4883,0.54,Ideal,D,VVS2,61.5,55.0,0.15384615384615385
4884,2.01,Premium,I,SI2,62.9,58.0,0.5726495726495726
4885,0.6,Very Good,J,VS2,60.0,59.4,0.17094017094017094
4886,2.09,Premium,H,SI2,60.6,59.0,0.5954415954415955
4887,1.5,Good,H,SI1,64.9,57.0,0.4273504273504274
4888,1.21,Ideal,G,VS2,59.8,57.0,0.34472934472934474
4889,0.41,Ideal,D,SI1,62.6,57.0,0.1168091168091168
4890,1.5,Fair,E,VS1,65.4,57.0,0.4273504273504274
4891,0.34,Ideal,D,VS2,61.3,57.0,0.09686609686609687
4892,0.76,Good,F,SI1,57.9,56.0,0.21652421652421655
4893,1.01,Premium,E,IF,62.6,58.0,0.28774928774928776
4894,1.65,Ideal,H,VVS2,62.1,56.0,0.4700854700854701
4895,1.0,Good,F,SI1,63.6,58.0,0.2849002849002849
4896,1.06,Ideal,G,VS1,62.3,55.0,0.30199430199430205
4897,0.52,Ideal,E,VS2,61.1,57.0,0.14814814814814817
4898,0.37,Good,E,VS2,63.5,56.0,0.10541310541310542
4899,1.01,Ideal,E,VS2,62.1,56.0,0.28774928774928776
4900,0.58,Very Good,J,VS2,62.9,58.0,0.16524216524216523
4901,1.52,Very Good,I,VS2,61.7,55.0,0.4330484330484331
4902,1.09,Very Good,G,VS2,59.9,56.0,0.31054131054131057
4903,0.4,Good,E,SI1,63.7,56.0,0.11396011396011398
4904,1.75,Ideal,H,VS2,62.2,56.3,0.4985754985754986
4905,0.63,Very Good,H,VS1,61.1,57.0,0.1794871794871795
4906,0.85,Very Good,E,VS2,63.6,56.0,0.24216524216524218
4907,0.44,Premium,E,VVS2,60.0,59.0,0.12535612535612536
4908,0.7,Premium,G,I1,59.2,61.0,0.19943019943019943
4909,0.32,Ideal,J,IF,62.2,56.0,0.09116809116809117
4910,1.35,Ideal,F,SI2,62.9,56.0,0.38461538461538464
4911,0.56,Ideal,D,SI1,62.3,56.0,0.15954415954415957
4912,1.56,Good,J,VS2,57.6,65.0,0.4444444444444445
4913,1.01,Good,G,SI1,63.6,57.0,0.28774928774928776
4914,0.52,Ideal,G,VVS2,61.5,56.0,0.14814814814814817
4915,0.72,Ideal,G,VVS2,62.4,57.0,0.20512820512820512
4916,1.04,Very Good,G,VS1,63.4,59.0,0.29629629629629634
4917,0.35,Ideal,F,VVS1,61.5,55.0,0.09971509971509972
4918,1.22,Premium,H,VS2,62.7,59.0,0.3475783475783476
4919,0.54,Ideal,G,VVS1,61.3,56.0,0.15384615384615385
4920,0.41,Ideal,G,VS2,62.7,56.0,0.1168091168091168
4921,1.61,Good,H,SI2,63.8,62.0,0.45868945868945876
4922,1.04,Very Good,F,SI2,62.4,54.0,0.29629629629629634
4923,0.75,Premium,D,SI1,62.8,60.0,0.2136752136752137
4924,0.31,Good,E,VS1,59.0,63.0,0.08831908831908833
4925,1.59,Premium,J,SI1,62.5,60.0,0.45299145299145305
4926,0.51,Good,F,SI1,63.8,56.0,0.1452991452991453
4927,1.23,Ideal,J,VS2,61.7,57.0,0.35042735042735046
4928,1.0,Premium,G,VS2,60.0,59.0,0.2849002849002849
4929,1.02,Premium,H,SI1,61.9,58.0,0.2905982905982906
4930,0.71,Ideal,I,VS2,61.8,55.0,0.2022792022792023
4931,1.15,Premium,E,SI2,62.5,58.0,0.32763532763532766
4932,0.7,Premium,H,VS2,60.8,59.0,0.19943019943019943
4933,1.5,Very Good,D,VS2,63.8,55.0,0.4273504273504274
4934,0.52,Very Good,G,VS1,62.2,63.0,0.14814814814814817
4935,0.52,Ideal,E,VS2,61.3,55.0,0.14814814814814817
4936,1.72,Premium,H,VS2,59.5,60.0,0.49002849002849
4937,0.35,Ideal,G,VVS2,61.0,57.0,0.09971509971509972
4938,0.91,Premium,D,SI2,61.2,58.0,0.2592592592592593
4939,0.72,Ideal,D,SI1,61.5,56.5,0.20512820512820512
4940,0.36,Very Good,H,VS2,63.5,54.0,0.10256410256410256
4941,0.57,Ideal,G,VS1,61.2,55.0,0.1623931623931624
4942,2.0,Very Good,G,SI2,64.0,58.0,0.5698005698005698
4943,0.4,Premium,G,SI1,61.4,60.0,0.11396011396011398
4944,1.03,Premium,G,SI2,60.6,60.0,0.2934472934472935
4945,0.31,Ideal,G,VS2,60.8,56.0,0.08831908831908833
4946,0.54,Ideal,E,SI2,60.7,56.0,0.15384615384615385
4947,1.11,Ideal,H,SI2,61.5,55.0,0.3162393162393163
4948,1.05,Premium,F,VS2,62.6,58.0,0.2991452991452992
4949,1.0,Very Good,G,VS2,62.2,58.0,0.2849002849002849
4950,0.29,Very Good,E,VS1,60.4,58.0,0.08262108262108261
4951,1.18,Ideal,I,SI2,62.2,57.0,0.33618233618233617
4952,0.35,Ideal,E,VVS2,61.0,57.0,0.09971509971509972
4953,1.74,Premium,I,VS2,58.6,59.0,0.49572649572649574
4954,0.93,Very Good,J,VS2,61.1,59.0,0.26495726495726496
4955,0.4,Good,H,SI2,63.8,57.0,0.11396011396011398
4956,0.5,Ideal,E,VS2,61.3,55.0,0.14245014245014245
4957,0.68,Premium,E,SI1,62.0,59.0,0.19373219373219375
4958,0.91,Very Good,G,SI2,64.0,61.0,0.2592592592592593
4959,1.06,Ideal,G,VVS2,61.4,57.0,0.30199430199430205
4960,0.9,Good,G,SI1,63.1,59.0,0.25641025641025644
4961,0.7,Very Good,F,SI1,59.1,59.0,0.19943019943019943
4962,1.01,Premium,G,SI1,62.8,59.0,0.28774928774928776
4963,0.5,Ideal,D,SI1,61.4,58.0,0.14245014245014245
4964,0.9,Good,E,SI1,60.4,58.0,0.25641025641025644
4965,2.4,Premium,J,SI1,59.7,58.0,0.6837606837606838
4966,0.45,Fair,F,VS2,67.0,56.0,0.12820512820512822
4967,1.54,Ideal,G,VVS2,62.0,54.0,0.43874643874643876
4968,0.3,Very Good,E,VVS2,61.4,58.0,0.08547008547008547
4969,0.78,Very Good,F,VS2,62.2,58.0,0.22222222222222224
4970,0.23,Very Good,E,VVS2,63.0,58.0,0.06552706552706554
4971,0.56,Ideal,E,VS2,62.6,57.0,0.15954415954415957
4972,0.34,Ideal,G,VVS1,62.5,53.0,0.09686609686609687
4973,1.06,Ideal,G,VVS1,61.6,57.0,0.30199430199430205
4974,0.34,Premium,H,VVS1,61.5,60.0,0.09686609686609687
4975,0.41,Ideal,F,VS1,61.5,55.0,0.1168091168091168
4976,0.9,Good,G,VS1,63.9,60.0,0.25641025641025644
4977,0.7,Very Good,E,VS2,61.4,57.0,0.19943019943019943
4978,0.96,Very Good,G,SI1,63.2,57.0,0.27350427350427353
4979,1.01,Premium,F,VS1,61.7,58.0,0.28774928774928776
4980,0.39,Good,G,VVS2,63.4,57.0,0.11111111111111112
4981,1.97,Premium,F,SI2,61.1,58.0,0.5612535612535613
4982,1.52,Good,F,VS1,63.4,60.0,0.4330484330484331
4983,2.24,Premium,H,SI2,61.8,58.0,0.6381766381766383
4984,1.22,Ideal,I,SI1,62.3,58.0,0.3475783475783476
4985,1.41,Very Good,F,SI2,61.4,59.0,0.4017094017094017
4986,2.22,Ideal,G,SI2,60.9,57.0,0.6324786324786326
4987,0.25,Very Good,E,VVS2,60.5,59.0,0.07122507122507123
4988,0.41,Ideal,G,VVS1,60.8,56.0,0.1168091168091168
4989,0.92,Ideal,J,SI1,62.3,56.0,0.26210826210826216
4990,0.3,Ideal,H,VVS2,61.3,57.0,0.08547008547008547
4991,0.42,Very Good,D,VS1,60.7,60.0,0.11965811965811966
4992,0.23,Premium,D,VS2,58.5,61.0,0.06552706552706554
4993,1.23,Premium,I,SI1,60.3,58.0,0.35042735042735046
4994,0.42,Ideal,G,VVS2,61.3,56.0,0.11965811965811966
4995,0.65,Ideal,D,VS2,62.7,57.0,0.1851851851851852
4996,0.33,Ideal,E,VS2,62.3,55.0,0.09401709401709403
4997,0.71,Ideal,G,VS1,60.7,57.0,0.2022792022792023
4998,0.75,Ideal,D,VS1,62.4,54.0,0.2136752136752137
4999,0.7,Premium,I,VVS1,61.2,58.0,0.19943019943019943
5000,0.57,Premium,E,VS1,61.6,58.0,0.1623931623931624
5001,1.52,Good,F,SI1,63.6,54.0,0.4330484330484331
5002,0.43,Premium,H,SI2,61.8,59.0,0.1225071225071225
5003,0.71,Premium,D,SI1,61.3,58.0,0.2022792022792023
5004,0.7,Ideal,I,VVS2,62.5,54.0,0.19943019943019943
5005,0.3,Premium,H,SI1,62.9,58.0,0.08547008547008547
5006,0.7,Very Good,F,VS2,63.9,59.0,0.19943019943019943
5007,1.0,Premium,E,SI1,61.6,59.0,0.2849002849002849
5008,0.3,Ideal,G,VS1,61.4,57.0,0.08547008547008547
5009,0.54,Ideal,G,VS1,61.8,54.0,0.15384615384615385
5010,0.24,Very Good,D,VVS1,59.2,59.0,0.06837606837606838
5011,1.31,Premium,G,VS1,61.5,59.0,0.37321937321937326
5012,2.04,Good,J,VS2,59.6,56.0,0.5811965811965812
5013,1.2,Premium,E,VS2,62.7,59.0,0.3418803418803419
5014,0.37,Ideal,F,VS1,61.1,56.0,0.10541310541310542
5015,0.32,Ideal,H,SI1,61.8,55.0,0.09116809116809117
5016,0.53,Premium,D,VS2,61.5,58.0,0.15099715099715103
5017,0.7,Very Good,G,VS1,63.1,57.0,0.19943019943019943
5018,0.71,Ideal,I,VS1,61.8,56.0,0.2022792022792023
5019,0.32,Ideal,G,VS1,62.1,55.0,0.09116809116809117
5020,0.31,Very Good,G,SI1,63.1,59.0,0.08831908831908833
5021,0.7,Ideal,H,SI1,62.0,55.0,0.19943019943019943
5022,0.3,Very Good,D,SI1,63.1,56.0,0.08547008547008547
5023,1.02,Premium,F,VS1,62.0,59.0,0.2905982905982906
5024,2.03,Ideal,J,VS2,62.1,57.0,0.5783475783475783
5025,1.54,Premium,G,SI2,59.4,60.0,0.43874643874643876
5026,1.7,Very Good,H,VS2,63.3,57.0,0.48433048433048437
5027,1.5,Good,H,SI2,63.4,59.0,0.4273504273504274
5028,1.51,Premium,H,VS2,62.3,59.0,0.43019943019943024
5029,0.7,Very Good,H,VS2,62.8,58.0,0.19943019943019943
5030,1.1,Ideal,G,VVS2,61.7,56.0,0.3133903133903134
5031,1.01,Very Good,F,SI1,62.1,57.0,0.28774928774928776
5032,0.52,Very Good,F,SI1,60.3,61.0,0.14814814814814817
5033,1.22,Ideal,I,VS1,62.9,54.0,0.3475783475783476
5034,0.7,Premium,H,VS2,62.2,58.0,0.19943019943019943
5035,0.57,Ideal,I,VS1,61.6,56.0,0.1623931623931624
5036,2.09,Premium,H,VS2,62.2,58.0,0.5954415954415955
5037,0.34,Very Good,F,SI2,63.0,58.0,0.09686609686609687
5038,0.31,Very Good,E,VS2,61.0,59.0,0.08831908831908833
5039,0.27,Very Good,G,VVS2,61.9,57.0,0.07692307692307693
5040,1.62,Ideal,G,VS2,61.7,54.0,0.4615384615384616
5041,2.01,Premium,G,SI1,62.3,61.0,0.5726495726495726
5042,0.39,Very Good,G,VVS1,62.7,58.0,0.11111111111111112
5043,0.74,Good,E,SI1,62.8,61.0,0.21082621082621084
5044,0.71,Premium,D,VVS2,60.4,59.0,0.2022792022792023
5045,1.78,Premium,H,VS1,60.2,59.0,0.5071225071225072
5046,0.9,Ideal,H,SI2,61.8,57.0,0.25641025641025644
5047,2.01,Premium,I,SI2,58.2,61.0,0.5726495726495726
5048,0.77,Ideal,H,SI2,60.8,57.0,0.21937321937321938
5049,0.5,Premium,E,VS2,62.7,59.0,0.14245014245014245
5050,1.52,Premium,G,VS2,62.0,58.0,0.4330484330484331
5051,0.3,Ideal,E,VVS1,60.1,57.0,0.08547008547008547
5052,0.46,Ideal,E,VVS1,62.6,53.0,0.13105413105413108
5053,0.4,Very Good,E,VS1,60.3,58.0,0.11396011396011398
