,carat,cut,color,clarity,depth,table,price,volume
1347,2.04,Premium,H,SI1,63.0,58.0,18115,0.5811965811965812
1348,0.71,Ideal,D,VS2,62.1,56.0,3321,0.2022792022792023
1349,0.52,Very Good,G,VS1,61.7,56.0,1689,0.14814814814814814
1350,0.24,Very Good,E,VVS1,62.0,60.0,485,0.06837606837606837
1351,1.01,Premium,F,SI1,60.6,58.0,5559,0.28774928774928776
1352,0.55,Very Good,F,SI1,59.1,59.0,1370,0.1566951566951567
1353,1.0,Good,H,SI2,64.1,61.0,3640,0.2849002849002849
1354,1.02,Ideal,I,SI2,62.8,58.0,4189,0.2905982905982906
1355,1.42,Ideal,J,VVS2,61.9,55.0,7773,0.4045584045584046
1356,0.72,Very Good,F,VS2,63.3,57.0,2931,0.20512820512820512
1357,1.01,Premium,G,VS1,60.9,58.0,6759,0.28774928774928776
1358,0.33,Ideal,E,IF,62.1,55.0,1289,0.09401709401709404
1359,0.33,Ideal,G,IF,61.9,54.0,1052,0.09401709401709404
1360,1.2,Premium,G,VVS2,61.2,58.0,9873,0.3418803418803419
1361,0.57,Ideal,F,VVS1,61.1,55.0,3057,0.1623931623931624
1362,0.9,Ideal,F,VS2,60.5,54.0,4531,0.25641025641025644
1363,0.81,Premium,F,SI1,61.3,60.0,2926,0.2307692307692308
1364,0.75,Very Good,F,SI1,62.1,57.0,2500,0.2136752136752137
1365,0.74,Ideal,E,VS1,62.1,53.0,3804,0.21082621082621086
1366,0.38,Ideal,D,VVS1,60.3,56.0,1915,0.10826210826210828
1367,0.7,Very Good,D,SI1,62.5,63.0,2318,0.19943019943019946
1368,0.7,Good,E,SI1,58.3,64.0,2370,0.19943019943019946
1369,0.52,Premium,E,VVS2,60.1,59.0,2467,0.14814814814814814
1370,1.01,Good,G,SI2,64.0,59.0,3461,0.28774928774928776
1371,0.73,Ideal,D,VVS2,61.3,56.0,4372,0.207977207977208
1372,0.38,Ideal,E,VVS2,61.6,55.0,1176,0.10826210826210828
1373,0.96,Premium,E,SI2,58.2,58.0,4462,0.27350427350427353
1374,0.31,Premium,H,VS2,62.2,59.0,628,0.08831908831908833
1375,0.39,Very Good,E,VS2,63.1,56.0,1065,0.11111111111111112
1376,0.53,Ideal,H,VS2,61.4,56.0,2031,0.15099715099715105
1377,1.5,Very Good,I,VS2,58.4,61.0,8662,0.4273504273504274
1378,0.31,Ideal,D,VVS2,61.5,56.0,828,0.08831908831908833
1379,1.2,Good,D,SI1,63.5,55.0,5913,0.3418803418803419
1380,0.28,Ideal,E,VS2,61.5,56.0,598,0.07977207977207977
1381,0.31,Ideal,I,VS1,61.9,54.0,628,0.08831908831908833
1382,0.46,Very Good,F,SI2,61.6,55.0,859,0.13105413105413108
1383,0.3,Ideal,H,VVS1,61.9,55.0,878,0.08547008547008547
1384,0.33,Ideal,G,VVS1,61.7,55.0,838,0.09401709401709404
1385,2.0,Good,G,I1,63.9,58.0,6854,0.5698005698005698
1386,0.59,Ideal,D,SI2,62.4,58.0,1419,0.16809116809116809
1387,1.01,Good,J,VS2,62.8,58.0,3655,0.28774928774928776
1388,0.32,Ideal,G,IF,61.8,55.0,898,0.09116809116809116
1389,0.78,Good,G,SI2,57.9,63.0,1720,0.22222222222222224
1390,0.5,Very Good,D,VS2,63.0,57.0,1688,0.14245014245014245
1391,0.36,Ideal,G,VVS2,61.8,55.0,888,0.10256410256410256
1392,0.32,Ideal,D,VS2,61.0,56.0,972,0.09116809116809116
1393,1.32,Ideal,G,VVS2,62.3,57.0,11419,0.3760683760683761
1394,1.19,Premium,H,SI2,61.5,58.0,3998,0.33903133903133903
1395,0.83,Premium,F,VS2,62.0,59.0,3393,0.2364672364672365
1396,1.2,Good,I,SI1,63.5,60.7,5280,0.3418803418803419
1397,1.06,Very Good,F,VS2,62.2,57.0,6823,0.30199430199430205
1398,0.33,Premium,F,SI1,60.9,59.0,705,0.09401709401709404
1399,0.9,Fair,I,VS1,65.2,60.0,3387,0.25641025641025644
1400,0.56,Ideal,H,VVS1,62.3,55.0,1882,0.15954415954415954
1401,0.35,Ideal,E,SI1,61.2,57.0,788,0.09971509971509973
1402,0.4,Ideal,D,VS2,60.8,59.0,917,0.11396011396011398
1403,1.0,Very Good,H,SI1,62.3,60.0,4702,0.2849002849002849
1404,0.99,Very Good,D,SI2,62.5,57.0,4993,0.28205128205128205
1405,0.42,Premium,E,VS2,62.8,59.0,1024,0.11965811965811965
1406,1.51,Good,E,SI1,60.4,61.0,10088,0.43019943019943024
1407,0.41,Ideal,D,SI1,60.8,57.0,1015,0.1168091168091168
1408,2.07,Ideal,G,SI2,62.2,54.0,17614,0.5897435897435898
1409,0.51,Very Good,E,VVS1,59.7,59.0,2369,0.1452991452991453
1410,1.01,Premium,E,SI2,61.6,56.0,4751,0.28774928774928776
1411,0.55,Premium,I,VVS1,61.3,59.0,1593,0.1566951566951567
1412,1.82,Ideal,F,SI1,61.8,58.0,15802,0.5185185185185186
1413,1.52,Premium,H,VS2,61.0,61.0,8001,0.4330484330484331
1414,1.71,Premium,J,SI1,61.7,59.0,8690,0.4871794871794872
1415,0.71,Ideal,F,VS2,61.8,56.2,3123,0.2022792022792023
1416,0.93,Ideal,I,SI2,62.3,57.0,3047,0.26495726495726496
1417,1.27,Premium,H,VS2,62.1,60.0,7219,0.3618233618233618
1418,1.11,Very Good,E,SI2,61.6,61.0,4102,0.3162393162393163
1419,0.43,Premium,F,SI2,60.5,59.0,871,0.1225071225071225
1420,0.63,Ideal,G,SI1,62.3,58.0,1711,0.1794871794871795
1421,0.52,Premium,G,VVS1,61.9,61.0,2153,0.14814814814814814
1422,0.3,Very Good,G,SI1,62.8,56.0,447,0.08547008547008547
1423,0.38,Ideal,J,VS2,62.3,55.0,572,0.10826210826210828
1424,0.7,Ideal,F,SI1,62.2,56.0,2409,0.19943019943019946
1425,1.0,Very Good,D,SI2,58.3,61.0,4543,0.2849002849002849
1426,0.39,Good,J,VS1,63.1,56.0,616,0.11111111111111112
1427,0.5,Ideal,E,VS2,62.1,54.0,1624,0.14245014245014245
1428,0.7,Ideal,F,VVS2,61.7,55.0,4114,0.19943019943019946
1429,0.78,Very Good,E,VS2,61.7,58.0,3334,0.22222222222222224
1430,0.24,Very Good,F,VVS2,61.8,56.0,608,0.06837606837606837
1431,0.41,Ideal,G,SI2,61.3,56.0,605,0.1168091168091168
1432,0.54,Ideal,E,VS2,61.8,55.0,1684,0.15384615384615385
1433,0.37,Good,G,SI2,63.3,55.0,487,0.10541310541310543
1434,0.3,Ideal,E,SI1,62.9,56.0,675,0.08547008547008547
1435,0.4,Good,I,VS1,63.8,55.0,945,0.11396011396011398
1436,0.3,Ideal,J,VVS1,60.4,57.0,464,0.08547008547008547
1437,1.12,Premium,H,SI1,62.2,60.0,5363,0.31908831908831914
1438,1.2,Ideal,D,VS2,61.4,55.0,9424,0.3418803418803419
1439,0.35,Premium,I,VS1,61.1,60.0,552,0.09971509971509973
1440,0.79,Premium,E,VS2,62.1,59.0,3628,0.2250712250712251
1441,0.9,Good,E,SI1,60.7,63.0,4173,0.25641025641025644
1442,1.26,Premium,I,SI2,60.1,59.0,5207,0.35897435897435903
1443,0.4,Ideal,H,SI2,61.9,58.0,596,0.11396011396011398
1444,0.51,Ideal,F,VS2,60.6,56.0,1569,0.1452991452991453
1445,0.71,Very Good,G,SI2,63.0,56.0,1993,0.2022792022792023
1446,0.7,Good,D,SI1,58.8,64.0,2468,0.19943019943019946
1447,0.9,Fair,H,SI2,65.8,54.0,2823,0.25641025641025644
1448,0.91,Premium,H,VS2,59.6,60.0,3853,0.2592592592592593
1449,0.32,Very Good,F,VVS2,62.5,55.0,778,0.09116809116809116
1450,1.01,Good,E,VS2,65.4,56.0,6004,0.28774928774928776
1451,0.38,Very Good,F,VS2,61.9,54.8,906,0.10826210826210828
1452,0.3,Very Good,D,VVS2,62.9,56.0,752,0.08547008547008547
1453,0.35,Premium,F,SI1,61.7,58.0,748,0.09971509971509973
1454,0.33,Ideal,F,VS2,60.9,56.0,619,0.09401709401709404
1455,0.48,Good,J,SI1,64.4,58.0,991,0.13675213675213674
1456,0.9,Very Good,H,VS2,62.1,60.0,4064,0.25641025641025644
1457,0.9,Very Good,J,SI2,62.9,55.0,2482,0.25641025641025644
1458,0.3,Good,E,SI1,63.8,55.0,526,0.08547008547008547
1459,0.73,Ideal,E,SI2,60.9,57.0,2559,0.207977207977208
1460,1.0,Very Good,E,VVS2,59.5,59.0,9139,0.2849002849002849
1461,0.9,Premium,G,SI1,61.0,60.0,3879,0.25641025641025644
1462,0.51,Premium,E,VS2,62.5,59.0,1781,0.1452991452991453
1463,0.36,Very Good,E,VVS1,61.4,56.0,1140,0.10256410256410256
1464,0.39,Ideal,E,VS2,61.3,56.0,911,0.11111111111111112
1465,1.45,Ideal,J,VS2,61.9,59.0,7477,0.4131054131054131
1466,0.36,Ideal,G,VS1,61.5,58.0,725,0.10256410256410256
1467,1.1,Ideal,F,SI1,61.4,55.0,6146,0.3133903133903134
1468,1.5,Very Good,G,VS1,62.4,57.0,13379,0.4273504273504274
1469,1.0,Very Good,D,VS2,61.2,60.0,6937,0.2849002849002849
1470,0.31,Ideal,E,IF,61.9,56.0,1060,0.08831908831908833
1471,0.41,Premium,E,VS1,60.1,58.0,1079,0.1168091168091168
1472,0.38,Very Good,D,VS2,61.5,62.0,871,0.10826210826210828
1473,1.01,Very Good,E,VS2,62.6,59.0,6956,0.28774928774928776
1474,1.26,Premium,J,VS2,62.0,60.0,5173,0.35897435897435903
1475,1.04,Premium,E,SI2,61.6,59.0,4164,0.29629629629629634
1476,0.43,Ideal,F,VVS2,61.9,56.0,1169,0.1225071225071225
1477,0.66,Ideal,H,VS2,61.4,56.0,2178,0.1880341880341881
1478,2.28,Good,J,SI1,63.7,55.0,14350,0.6495726495726496
1479,0.23,Very Good,E,VVS2,59.7,54.0,485,0.06552706552706554
1480,1.51,Ideal,G,SI1,61.6,57.0,11917,0.43019943019943024
1481,0.5,Very Good,F,SI1,60.0,54.0,1122,0.14245014245014245
1482,0.3,Premium,G,VS2,60.6,60.0,675,0.08547008547008547
1483,0.31,Ideal,D,VS1,60.5,55.0,877,0.08831908831908833
1484,0.92,Premium,I,VVS1,62.4,59.0,3932,0.26210826210826216
1485,0.55,Ideal,E,VS1,61.5,56.0,2220,0.1566951566951567
1486,1.2,Premium,J,VS2,60.8,60.0,4839,0.3418803418803419
1487,0.61,Very Good,H,VVS2,62.8,58.0,1877,0.1737891737891738
1488,0.56,Ideal,G,IF,62.0,54.0,2321,0.15954415954415954
1489,0.3,Premium,E,VS2,59.1,58.0,844,0.08547008547008547
1490,1.11,Ideal,H,SI2,61.4,57.0,4709,0.3162393162393163
1491,2.0,Fair,H,I1,69.8,54.0,5914,0.5698005698005698
1492,0.73,Ideal,G,SI1,61.2,57.0,3089,0.207977207977208
1493,0.51,Ideal,F,SI2,60.2,55.0,1191,0.1452991452991453
1494,2.03,Ideal,I,SI2,60.0,57.0,13182,0.5783475783475783
1495,1.03,Very Good,G,I1,62.4,57.0,3060,0.2934472934472935
1496,1.01,Ideal,H,VS2,62.7,56.0,5166,0.28774928774928776
1497,0.43,Ideal,E,SI1,62.6,56.0,975,0.1225071225071225
1498,0.46,Very Good,D,VS2,63.2,56.0,1262,0.13105413105413108
1499,0.48,Ideal,F,VVS1,62.0,55.0,1926,0.13675213675213674
1500,1.52,Ideal,H,VS1,60.1,60.0,11946,0.4330484330484331
1501,1.02,Good,I,SI1,64.2,53.0,3998,0.2905982905982906
1502,0.53,Ideal,F,SI2,62.4,54.0,1078,0.15099715099715105
1503,2.09,Very Good,F,SI2,62.5,60.0,16210,0.5954415954415955
1504,1.05,Ideal,G,VS2,62.8,57.0,6604,0.2991452991452992
1505,1.2,Ideal,I,VS2,61.1,58.0,6303,0.3418803418803419
1506,0.5,Ideal,F,SI2,60.9,57.0,1203,0.14245014245014245
1507,0.73,Ideal,D,SI1,61.5,56.0,2858,0.207977207977208
1508,0.3,Premium,F,SI2,61.3,58.0,394,0.08547008547008547
1509,0.41,Good,J,VS1,63.7,56.0,830,0.1168091168091168
1510,0.44,Ideal,F,VVS2,60.9,55.0,1196,0.12535612535612534
1511,1.01,Premium,H,VS2,60.6,60.0,5260,0.28774928774928776
1512,1.01,Very Good,G,SI2,62.1,61.0,3966,0.28774928774928776
1513,0.27,Ideal,E,VVS2,61.5,57.0,620,0.07692307692307693
1514,0.33,Ideal,F,VS2,60.5,55.0,854,0.09401709401709404
1515,1.2,Very Good,F,VS2,62.4,58.0,8829,0.3418803418803419
1516,1.6,Very Good,I,VVS1,59.8,56.0,11170,0.4558404558404559
1517,1.06,Very Good,E,VS2,61.0,60.0,7079,0.30199430199430205
1518,1.2,Premium,E,VVS2,62.3,59.0,12787,0.3418803418803419
1519,0.42,Good,F,SI1,63.4,56.0,722,0.11965811965811965
1520,0.51,Very Good,F,SI2,62.7,56.0,1100,0.1452991452991453
1521,0.64,Ideal,E,VS2,62.0,55.0,2238,0.18233618233618235
1522,0.38,Ideal,I,VVS1,60.6,58.0,744,0.10826210826210828
1523,0.7,Very Good,I,SI1,61.1,56.0,2021,0.19943019943019946
1524,1.01,Good,H,SI1,64.6,56.0,4274,0.28774928774928776
1525,0.9,Premium,G,VS2,61.1,58.0,4152,0.25641025641025644
1526,0.31,Premium,G,VVS1,60.5,60.0,816,0.08831908831908833
1527,0.61,Premium,D,SI2,60.8,57.0,1308,0.1737891737891738
1528,0.9,Premium,H,SI1,60.7,59.0,3730,0.25641025641025644
1529,0.9,Fair,D,SI2,64.7,59.0,3205,0.25641025641025644
1530,0.53,Ideal,D,VS2,61.4,55.0,1956,0.15099715099715105
1531,1.58,Premium,G,VS2,58.2,58.0,11786,0.4501424501424502
1532,1.32,Premium,H,VS1,61.3,58.0,5958,0.3760683760683761
1533,0.9,Very Good,F,SI1,63.4,56.0,3898,0.25641025641025644
1534,0.4,Premium,G,VS2,60.4,58.0,966,0.11396011396011398
1535,0.74,Ideal,I,VS1,62.0,56.0,2947,0.21082621082621086
1536,0.51,Ideal,D,VS2,61.9,55.0,1882,0.1452991452991453
1537,0.3,Premium,H,VVS2,60.8,60.0,776,0.08547008547008547
1538,0.38,Ideal,F,SI2,62.1,56.0,602,0.10826210826210828
1539,0.58,Very Good,F,VS2,63.0,59.0,1667,0.16524216524216526
1540,1.63,Premium,I,VS1,60.9,58.0,8900,0.4643874643874644
1541,0.7,Ideal,H,VS1,61.7,57.0,3185,0.19943019943019946
1542,0.3,Very Good,E,SI1,59.7,59.9,526,0.08547008547008547
1543,0.54,Ideal,E,SI1,61.6,57.0,1410,0.15384615384615385
1544,1.71,Ideal,J,VS1,62.4,56.0,10309,0.4871794871794872
1545,2.02,Very Good,H,SI2,60.8,60.0,14498,0.5754985754985755
1546,0.71,Premium,D,SI1,61.7,56.0,2863,0.2022792022792023
1547,0.32,Very Good,E,VVS2,62.4,56.0,744,0.09116809116809116
1548,1.61,Very Good,I,SI2,60.9,63.0,7636,0.4586894586894588
1549,0.71,Ideal,G,VS2,59.5,57.0,2974,0.2022792022792023
1550,0.3,Ideal,E,VVS1,61.2,57.0,838,0.08547008547008547
1551,1.0,Very Good,E,SI1,62.1,57.0,4864,0.2849002849002849
1552,1.52,Ideal,I,VVS1,61.9,56.0,11168,0.4330484330484331
1553,0.26,Premium,D,VS1,60.0,56.0,546,0.07407407407407407
1554,0.41,Good,E,VS2,63.1,64.0,981,0.1168091168091168
1555,0.72,Premium,E,IF,61.3,60.0,3951,0.20512820512820512
1556,0.71,Good,I,VS1,61.5,64.0,2327,0.2022792022792023
1557,0.54,Very Good,F,SI1,59.3,60.0,1376,0.15384615384615385
1558,1.16,Ideal,I,SI1,62.4,57.0,5107,0.3304843304843305
1559,0.94,Ideal,D,SI1,62.3,57.0,4575,0.2678062678062678
1560,1.03,Ideal,E,SI1,62.0,57.0,5234,0.2934472934472935
1561,1.14,Ideal,I,SI1,62.2,56.0,4953,0.3247863247863248
1562,0.32,Premium,E,SI1,62.3,58.0,561,0.09116809116809116
1563,0.9,Fair,G,VS2,65.8,61.0,4309,0.25641025641025644
1564,1.72,Premium,G,VS2,61.1,58.0,15946,0.49002849002848997
1565,1.08,Premium,E,SI1,59.6,60.0,5908,0.3076923076923077
1566,1.05,Very Good,J,I1,59.6,63.0,2705,0.2991452991452992
1567,0.52,Ideal,G,VS1,61.3,56.0,1576,0.14814814814814814
1568,1.1,Very Good,I,SI2,60.5,59.0,4202,0.3133903133903134
1569,0.9,Very Good,E,SI2,59.4,58.0,3872,0.25641025641025644
1570,0.4,Very Good,E,VS2,62.5,56.0,705,0.11396011396011398
1571,0.59,Very Good,F,VS1,61.7,59.0,2034,0.16809116809116809
1572,2.25,Fair,G,I1,64.9,58.0,7069,0.6410256410256411
1573,0.55,Ideal,E,VVS2,61.1,57.0,2362,0.1566951566951567
1574,0.39,Very Good,F,VVS2,61.7,56.0,965,0.11111111111111112
1575,0.34,Ideal,F,IF,60.7,57.0,1148,0.09686609686609687
1576,0.5,Ideal,E,VS2,61.6,55.0,1746,0.14245014245014245
1577,1.0,Good,D,SI1,60.4,64.0,5005,0.2849002849002849
1578,1.05,Good,G,SI2,63.2,54.0,4241,0.2991452991452992
1579,1.21,Ideal,H,VS2,63.0,57.0,6134,0.34472934472934474
1580,0.71,Premium,I,SI1,61.7,56.0,1774,0.2022792022792023
1581,0.92,Good,G,SI1,60.6,60.0,4089,0.26210826210826216
1582,0.2,Premium,E,SI2,60.2,62.0,345,0.05698005698005699
1583,0.39,Premium,E,VVS1,60.7,58.0,1362,0.11111111111111112
1584,0.72,Very Good,D,VS2,62.6,59.0,3075,0.20512820512820512
1585,1.12,Premium,G,IF,61.2,58.0,9440,0.31908831908831914
1586,1.16,Very Good,G,SI1,60.5,60.0,5372,0.3304843304843305
1587,1.55,Ideal,G,SI2,60.5,60.0,8981,0.4415954415954416
1588,0.73,Ideal,I,SI1,62.0,57.0,2215,0.207977207977208
1589,2.01,Very Good,I,VS2,62.4,58.0,17570,0.5726495726495726
1590,0.32,Very Good,E,VVS1,60.4,57.0,917,0.09116809116809116
1591,1.51,Very Good,I,SI1,63.1,56.0,7891,0.43019943019943024
1592,0.9,Good,H,SI1,61.4,60.0,3730,0.25641025641025644
1593,0.4,Ideal,G,IF,61.4,55.0,1333,0.11396011396011398
1594,0.34,Very Good,F,SI1,62.8,56.0,566,0.09686609686609687
1595,0.59,Ideal,F,VS2,60.6,56.0,1834,0.16809116809116809
1596,0.32,Ideal,G,VVS2,62.6,57.0,730,0.09116809116809116
1597,0.46,Ideal,E,VVS1,62.5,53.0,1955,0.13105413105413108
1598,1.02,Fair,G,SI1,64.5,56.0,4044,0.2905982905982906
1599,0.42,Ideal,E,VS2,61.8,57.0,1024,0.11965811965811965
1600,1.52,Very Good,F,VVS2,63.7,57.0,16786,0.4330484330484331
1601,1.0,Premium,F,VS2,59.0,59.0,7072,0.2849002849002849
1602,0.76,Very Good,F,VVS1,59.6,58.0,4504,0.21652421652421652
1603,0.53,Very Good,G,SI1,62.5,55.0,1267,0.15099715099715105
1604,0.31,Ideal,F,VS2,62.6,57.0,802,0.08831908831908833
1605,0.51,Premium,G,VS1,61.1,58.0,1781,0.1452991452991453
1606,1.01,Premium,F,SI2,59.2,58.0,3837,0.28774928774928776
1607,1.52,Very Good,D,SI1,62.0,58.0,11595,0.4330484330484331
1608,0.31,Ideal,G,VVS1,61.2,56.0,816,0.08831908831908833
1609,0.34,Good,E,SI1,63.9,56.0,596,0.09686609686609687
1610,1.06,Premium,H,VS2,61.1,59.0,5152,0.30199430199430205
1611,0.55,Premium,F,VS2,62.7,58.0,2376,0.1566951566951567
1612,0.97,Very Good,F,SI2,62.9,57.0,4223,0.2763532763532764
1613,0.73,Good,E,VS2,63.3,60.0,2723,0.207977207977208
1614,0.62,Premium,G,I1,58.9,60.0,933,0.17663817663817666
1615,0.7,Good,F,SI1,63.2,57.0,2401,0.19943019943019946
1616,1.52,Very Good,H,VS1,63.5,60.0,11912,0.4330484330484331
1617,0.44,Premium,G,VVS2,61.3,60.0,1081,0.12535612535612534
1618,0.31,Very Good,F,VS1,61.2,55.0,675,0.08831908831908833
1619,0.31,Ideal,D,SI1,61.8,57.0,732,0.08831908831908833
1620,0.31,Premium,F,VS2,59.0,59.0,625,0.08831908831908833
1621,0.91,Premium,G,SI1,61.8,60.0,4045,0.2592592592592593
1622,1.08,Premium,F,VS2,62.8,59.0,7079,0.3076923076923077
1623,0.41,Ideal,F,VS1,62.6,55.0,1076,0.1168091168091168
1624,0.53,Very Good,E,VS1,61.7,59.0,1844,0.15099715099715105
1625,0.5,Very Good,E,SI1,60.7,61.0,1316,0.14245014245014245
1626,0.28,Good,F,VVS2,64.9,57.0,492,0.07977207977207977
1627,1.57,Ideal,F,SI1,62.4,56.0,11523,0.4472934472934473
1628,0.71,Very Good,E,SI1,60.0,56.0,3122,0.2022792022792023
1629,0.51,Very Good,G,SI1,60.3,61.0,1220,0.1452991452991453
1630,0.71,Ideal,G,SI2,61.3,55.0,2387,0.2022792022792023
1631,0.51,Ideal,D,VS2,62.1,56.0,1882,0.1452991452991453
1632,0.92,Premium,E,SI1,62.1,58.0,4482,0.26210826210826216
1633,0.44,Ideal,G,VVS1,61.6,56.0,1235,0.12535612535612534
1634,0.23,Ideal,F,VVS2,60.9,57.0,530,0.06552706552706554
1635,0.42,Premium,F,VVS2,61.7,59.0,1221,0.11965811965811965
1636,0.42,Good,D,VS1,57.3,62.0,1315,0.11965811965811965
1637,1.11,Premium,F,VS1,59.4,58.0,7832,0.3162393162393163
1638,1.21,Ideal,H,IF,61.0,57.0,7789,0.34472934472934474
1639,0.41,Ideal,D,VS2,62.8,55.0,1076,0.1168091168091168
1640,0.9,Very Good,D,SI2,61.0,61.0,3371,0.25641025641025644
1641,0.31,Ideal,D,SI1,62.1,56.0,571,0.08831908831908833
1642,0.5,Ideal,F,SI2,61.6,57.0,1016,0.14245014245014245
1643,0.97,Very Good,F,SI2,59.6,59.0,3977,0.2763532763532764
1644,0.44,Premium,F,VS1,61.2,61.0,1155,0.12535612535612534
1645,0.34,Premium,E,VS2,61.9,58.0,956,0.09686609686609687
1646,0.91,Ideal,I,VS1,61.9,56.0,4022,0.2592592592592593
1647,0.4,Good,D,VS1,63.2,56.0,898,0.11396011396011398
1648,0.61,Very Good,G,VVS2,62.3,59.0,2351,0.1737891737891738
1649,0.32,Premium,G,VVS2,60.9,61.0,936,0.09116809116809116
1650,0.3,Good,H,SI1,63.7,57.0,554,0.08547008547008547
1651,2.21,Ideal,G,SI2,60.2,60.0,18128,0.6296296296296297
1652,0.88,Ideal,E,VS2,61.4,56.0,5595,0.25071225071225073
1653,1.01,Good,F,SI2,63.6,59.0,4072,0.28774928774928776
1654,1.1,Ideal,G,VS1,61.5,57.0,6984,0.3133903133903134
1655,0.71,Ideal,H,SI1,62.7,55.0,2313,0.2022792022792023
1656,0.43,Ideal,G,IF,62.4,54.0,1318,0.1225071225071225
1657,0.82,Premium,H,SI2,59.5,62.0,2499,0.2336182336182336
1658,0.41,Premium,G,VS2,61.8,59.0,827,0.1168091168091168
1659,0.31,Very Good,D,SI1,62.9,56.0,571,0.08831908831908833
1660,1.0,Good,G,VS2,59.9,57.0,5667,0.2849002849002849
1661,1.0,Ideal,I,SI1,61.5,57.0,4649,0.2849002849002849
1662,0.9,Premium,J,SI1,61.8,58.0,2873,0.25641025641025644
1663,0.7,Very Good,I,VVS2,58.6,60.0,2106,0.19943019943019946
1664,0.41,Very Good,E,SI1,60.5,63.0,904,0.1168091168091168
1665,2.0,Good,D,SI2,64.1,57.0,17094,0.5698005698005698
1666,0.5,Good,F,VS2,65.3,57.0,1339,0.14245014245014245
1667,0.31,Premium,G,VVS2,61.8,58.0,707,0.08831908831908833
1668,0.32,Ideal,E,VS2,61.4,57.0,780,0.09116809116809116
1669,1.05,Ideal,G,VVS2,61.9,57.0,8645,0.2991452991452992
1670,0.71,Very Good,J,VS2,62.3,57.0,1930,0.2022792022792023
1671,0.64,Ideal,F,VVS2,60.9,56.0,3217,0.18233618233618235
1672,0.32,Very Good,G,SI2,60.7,61.0,388,0.09116809116809116
1673,1.0,Ideal,F,SI1,61.9,56.0,5292,0.2849002849002849
1674,0.79,Good,J,VS2,57.6,59.0,2048,0.2250712250712251
1675,0.71,Very Good,E,VS2,60.0,59.0,2881,0.2022792022792023
1676,0.36,Ideal,E,VS2,61.9,56.0,1013,0.10256410256410256
1677,1.07,Ideal,H,VVS1,61.7,56.0,7273,0.30484330484330485
1678,2.23,Premium,I,VS2,61.2,58.0,18149,0.6353276353276354
1679,0.34,Premium,E,SI1,61.8,58.0,596,0.09686609686609687
1680,1.21,Premium,H,SI1,62.8,59.0,5793,0.34472934472934474
1681,0.28,Very Good,E,VVS2,61.4,60.0,596,0.07977207977207977
1682,0.95,Premium,F,SI2,58.4,57.0,2867,0.2706552706552707
1683,0.43,Ideal,H,SI1,62.1,57.0,669,0.1225071225071225
1684,0.53,Ideal,J,SI2,61.9,54.0,856,0.15099715099715105
1685,0.31,Ideal,G,VVS2,62.6,57.0,907,0.08831908831908833
1686,0.7,Good,E,VS1,63.6,58.0,2964,0.19943019943019946
1687,2.1,Ideal,F,SI2,61.0,60.0,18124,0.5982905982905984
1688,0.51,Ideal,D,SI2,61.1,56.0,1359,0.1452991452991453
1689,0.59,Very Good,E,SI1,61.3,58.0,1748,0.16809116809116809
1690,0.5,Ideal,I,VS2,61.6,54.0,1220,0.14245014245014245
1691,0.4,Ideal,G,VS1,61.8,57.0,868,0.11396011396011398
1692,2.0,Very Good,H,SI1,63.3,59.0,16872,0.5698005698005698
1693,1.39,Premium,G,SI1,61.3,59.0,7991,0.39601139601139596
1694,0.3,Very Good,H,SI1,62.9,57.0,421,0.08547008547008547
1695,1.25,Good,G,VS1,63.4,55.0,8901,0.3561253561253562
1696,0.71,Very Good,I,VVS2,61.5,58.0,2448,0.2022792022792023
1697,2.02,Premium,G,SI2,61.0,58.0,15498,0.5754985754985755
1698,0.5,Ideal,E,VS2,62.5,57.0,1629,0.14245014245014245
1699,0.7,Good,F,SI1,63.1,57.0,2161,0.19943019943019946
1700,0.32,Premium,E,SI1,62.0,60.0,624,0.09116809116809116
1701,1.5,Premium,F,VS1,62.3,58.0,15291,0.4273504273504274
1702,1.13,Premium,D,VS2,61.7,58.0,7751,0.32193732193732194
1703,1.01,Premium,E,VS2,60.9,58.0,7522,0.28774928774928776
1704,0.37,Ideal,F,VS1,61.0,55.0,703,0.10541310541310543
1705,1.31,Premium,I,VS2,62.4,61.0,6921,0.3732193732193733
1706,1.05,Ideal,F,VS2,61.6,54.0,6810,0.2991452991452992
1707,0.31,Premium,D,VS2,62.6,59.0,942,0.08831908831908833
1708,0.26,Very Good,E,VVS2,61.5,58.0,597,0.07407407407407407
1709,2.01,Good,G,SI1,63.1,59.0,18572,0.5726495726495726
1710,0.6,Ideal,G,VVS2,62.0,57.0,2347,0.17094017094017094
1711,1.1,Very Good,I,SI1,62.7,58.0,4356,0.3133903133903134
1712,1.05,Premium,H,VS2,62.7,59.0,5468,0.2991452991452992
1713,1.14,Ideal,H,SI1,61.6,57.0,5003,0.3247863247863248
1714,0.32,Ideal,F,VS2,61.9,57.0,688,0.09116809116809116
1715,0.71,Good,I,SI1,60.9,64.0,2087,0.2022792022792023
1716,0.36,Ideal,G,SI1,62.7,55.0,537,0.10256410256410256
1717,1.0,Fair,E,SI2,64.6,60.0,4077,0.2849002849002849
1718,1.54,Ideal,G,VS1,62.3,57.0,13846,0.4387464387464388
1719,0.7,Premium,E,VS2,59.3,60.0,2818,0.19943019943019946
1720,0.51,Ideal,G,VVS2,61.2,55.0,1875,0.1452991452991453
